" 中国 中央電視台 ／一線衛視  首播收视率
"
"首播日期
","頻道
","实际首播时间段
","CSM52
","CSM全国网
","CSM16省网
","备注
"
"收视率
","市场份额
","排名
","收视率
","市场份额
","排名
","收视率
","市场份额
","排名
"
2019年2月4日,CCTV-1,20:00:00－0:48:00,5.649,17.145,1,5.47,15.79,1,不適用,"全國網城域6.32、份額18.2
"
CCTV-3,3.58,10.867,2,3.76,10.82,3,"全國網城域3.93、份額11.3
"
湖南衛視,1.428,4.325,3,1.8,5.19,6,1.935,5.235,1,"全國網城域2.12、份額6.01
"
東方衛視,1.279,3.873,5,0.93,2.67,9,0.691,1.869,5,"全國網城域1.22、份額3.49
"
浙江衛視,0.82,2.488,6,0.77,2.2,14,0.949,2.574,3,"全國網城域0.68、份額1.97
"
江蘇衛視,0.489,1.485,7,0.63,1.83,16,0.902,2.445,4,"
"
北京衛視,1.4,4.249,4,0.73,2.79,15,0.596,1.616,7,"全國網城域1.01、份額2.91
"
